PIDN,Ca,P,pH,SOC,Sand
1qDZNvIm,-0.46185764625034753,-0.05622076101998628,-0.3524640613496171,-0.2019142586432502,0.3842942845182302
28LYJC2V,-0.6641952974793565,-0.09611214133247478,-0.6255765175524635,-0.01972053125325146,0.09760404503475062
2CzACvQq,0.8005646600301056,0.09804944032969934,0.9423045087997652,0.11328199837987218,-0.29840926083347386
2FT3crfv,0.0436512802768938,-0.05374961519735919,0.1687642654854586,-0.05910469422923481,-0.028184172494890358
2Fy2uHVg,0.4124200789525176,0.1735959469240064,-0.15824942665302505,0.44801540709723875,-0.2514510874203626
2MkMEApm,0.09556761526054813,0.015972043285741918,0.05909133264934607,-0.14389178236495426,0.29707984670526055
2NDGWEOe,0.4232162091647489,-0.07546040647585525,0.8836443365595157,-0.2406612633791877,0.010111888000535085
2NyyCiqn,-0.3895036092032217,-0.08763963327113558,-0.0030653419264338733,-0.44582303085357244,0.5493998163825343
2QRzIb84,0.8308096834142817,0.09628433212165705,0.9715903380333188,-0.050731785916046324,-0.02612900572861565
2QcbdrUZ,0.3926260091805899,0.12787971141452134,0.034426653803483254,-0.05835319528229821,0.20160191404349437
2YgAimWK,0.06123052613793378,0.01350089510118461,-0.003924417520728474,-0.03147329640322971,0.18465980260679837
2cx85d9H,0.49852613791102024,0.11587699638481827,0.24484067122904435,0.010859350481208119,-0.06604313967750586
2homMXMV,-0.7785889303180907,-0.09452354489000828,-0.6075712564941169,-0.2170596110079125,0.42092957987665347
2ldLrUtq,0.00246955844094221,-0.06133956443081684,0.24224663142731157,-0.09663497791470654,-0.01975740988717778
2nsACW6G,-0.47478530760700555,0.05498086713227868,-1.0191125668104886,1.3685978543343467,-0.7952757077625299
2yMbVnWc,0.026450448298632856,0.06115873641270684,-0.24846245459807365,0.09218952021474514,0.1521182800478318
36r8sgGQ,-0.4230286129831534,-0.08799265680228785,-0.07714068145822034,-0.3581891283073293,0.5134800312293641
3NXAXCl3,-0.671032056394378,-0.0006199462795609344,-1.0015612903357163,0.7549409667960062,-0.544911160291311
3QG0z6fl,0.4334757549041819,0.07616213256176657,0.34611685524121893,0.07174893825297646,-0.021284291144636924
3WS8R9qm,-0.5467035687611616,0.02903382182311294,-0.9166227595043461,0.9850122174170793,-0.8839611920184818
3fRLm8f5,-0.8091420968993607,-0.09399400959327944,-0.6646633152166557,-0.1141100324037273,0.2904035744116902
3mZhp1nQ,0.48550578698129737,0.14005893820980178,0.14281107317802488,0.022212770785618674,0.21324662298554653
3pikJXRL,-0.6197994442724181,0.016854596208798072,-0.9452550407856648,1.1175907498370852,-0.5658833281234839
3pxOEGHL,-0.4476238790395727,-0.08975776501033014,-0.08757331357559811,-0.30894961216985084,0.4226674242942038
3ttdV3f5,0.5261224709425638,0.20801548612292997,-0.17720577971562473,0.8800644217389192,-0.04591211032724707
3v4X6Mfe,0.513365161177766,0.09363667453345359,0.2624622752234639,0.21917856044258122,-0.2570197125573528
3wORuPiv,0.024373313086429427,0.08657625114900358,-0.28708503255442747,0.46725354575368583,-0.4949028156592812
43EfrxZj,0.08658551447229212,0.009970685770890136,0.041621507430621374,0.1590067285266059,-0.19730150561747495
457Vwm21,0.39707645992743584,0.06186477875115177,0.3266441289083168,-0.08760080015245375,0.060904472643495744
46KNnOdx,-0.7044049819736297,-0.09911282245183056,-0.6632627352186227,-0.11864328148463887,0.25166471142048974
47TwNsVC,-0.4981434937119956,0.04580232145635482,-0.8431972448724305,0.8589385099185548,-0.7147630980174391
49856RpO,-0.6129910067042957,-0.07334228418438085,-0.5327536970784739,0.20438413651086706,-0.29985912630127043
4Ane1o2N,-0.06495125981125172,-0.06133956443081684,0.21582209164792843,-0.2740912852802214,0.3413253893691506
4AyVUgSc,0.2368629298345265,-0.06681139137279998,0.6378727822056174,-0.43419290923273607,0.3436456488520392
4B1951On,0.5686471201326008,0.07051379385420703,0.51272365986999,0.14196861063934063,-0.28188108641857057
4OL39Teo,0.07888764788965819,0.009970685770890136,0.041621507430621374,0.11996545834662609,-0.12759841909419345
4eQ90eLY,0.11969383174899595,0.017207616197055464,0.013037690699434779,0.19802453824669453,-0.2800483912664671
4o5jwMj8,-0.3390502192955843,-0.09134635200507599,0.0314948628141018,-0.32621017989193934,0.37662333361296396
4vPgpl2c,-0.3782662920108445,-0.0611630573891009,-0.1961863943514391,0.022567622484081507,-0.07716692364160505
51r9aA0d,0.2363449176745548,-0.07193019950749091,0.7002653110377226,-0.39982520816559947,0.2505470120812475
58SmeRoP,-0.3282747279857853,-0.09293494844754172,-0.08684618496774649,-0.18389028265091711,0.23331227983193048
5HJp1AXn,-0.010851931439299967,0.09381318629902932,-0.32265112686080183,0.2894420578043947,-0.11368447147720429
5MBZW7fx,0.4836071301889985,0.02373850664670608,0.46220816875644327,0.015651264796803566,-0.162511330481661
5Nq3gHaP,0.09492390804300832,0.014030426855018378,0.06909340637971023,0.15525097366470053,-0.21454289218221412
5RmwFFK3,-0.574709752081218,-0.11199808686169485,-0.25457342985782644,-0.18250004753798355,-0.04600785290558984
5Tu5Jbov,0.496573857397103,0.1787147408871161,-0.09364957198546181,0.407564143853007,-0.27474444475300563
5YEolkev,-0.012334110347619665,-0.061516076196393134,0.20475300229070853,-0.11853098837408427,0.027739900090677727
5a8sf6QV,0.49775617270999895,0.10263870844380094,0.336249927688729,0.010933452751848649,-0.11885287607934059
5eSvmqYm,0.47597043138158024,0.1735959469240064,-0.0900393056478907,0.35559989559306626,-0.1556202375591671
5hkN8fiv,-0.7375187605267693,-0.08887520618244904,-0.6784625930809065,0.04146922036615963,0.01413718630771621
5oK8Gti5,0.4508227531230106,0.09169505455983476,0.34145675724365343,0.06893403160161282,0.003321341782942966
5paniGaU,-0.5801713935350387,-0.06133956443081684,-0.28555610571625684,-0.2518944501957301,0.4846249026827101
5vsr7ZUP,0.38006737147300634,0.06168826698557548,0.32401945586797387,-0.16512078916846717,-0.0012904878559460986
60B4xMWI,0.8303775756713714,0.09804944032969934,0.9488688979153759,-0.14181611614071,0.1236041047491847
64jOUtKy,0.32078622833317855,0.06168826698557548,0.26515531996064934,0.06178937285570574,-0.2624287382837982
6AJo4xNG,-0.01589794541526135,0.07792724076980931,-0.4231386097961963,0.08565728528104921,0.11508107037982418
6CAvhEte,0.43558778425207334,0.08481114294096129,0.3446667006200322,0.09990202405459747,-0.1242946908047955
6CuGYjT5,1.0775623438515591,0.15841602956164952,0.8015869097156573,0.22532166975455514,-0.5157319696226934
6DGH8ujZ,-0.7345496919275957,-0.0952295825045929,-0.6705632558351879,-0.02799959948897157,0.12687170017206073
6PzsGdVm,-0.7456941210931142,-0.09664166718148293,-0.5986660614229604,-0.00509567671061395,0.11540269889190369
6UcSJMbq,0.8241301439571158,0.09857896617870746,0.9680833943072993,-0.07001829826795969,-0.016026503216966193
6WJbkH8U,0.6260275308005689,0.09381318629902932,0.475003606710339,0.23368102668519508,-0.33379861727357607
6eUWsVzw,0.3423593911731303,0.06168826698557548,0.17579473836893983,0.005068766267170344,-0.21063524650739018
6gNyO7Do,0.5079713567639568,0.11587699638481827,0.24484067122904435,-0.00764686609587073,-0.024909757766364615
6jT0AyHe,-0.014023430163233597,-0.05516169987424904,0.09086705298270897,0.10503862343139048,-0.1404267427971393
6nBgCvWu,0.33754756140876363,0.12346695506599631,0.05956492033098748,-0.011925615779570409,0.2801408549361484
6ro5mqg6,-0.677226142946831,-0.07722551468389777,-0.5295585648029837,-0.19859921887289034,0.3545865941285262
6sGqObX4,0.4910582728110209,0.1820684549853456,-0.1137753738943153,0.5455699155869237,-0.47599102115629743
6uEGy0n4,0.42320471315836306,-0.0717536877419146,0.8386645917512333,-0.20961196960802864,-0.09109682060194424
7BZ4LxP8,0.5603380500215833,0.09028296988294476,0.34968693451764754,0.3310757146323716,-0.45086085580111646
7CmigXKi,0.4282943728848043,0.08481114294096129,0.3446667006200322,0.1669100505250367,-0.2830825818887106
7Ga0LpfR,-0.5734684502667445,-0.11217459862727136,-0.2270952326898104,-0.20678004142887219,0.030856852969404658
7PQsFvsG,-0.7701536904373439,-0.0952295825045929,-0.6370576683476232,0.040740933271608326,0.03037012565296915
7aF7nnwn,0.2140921879650703,-0.06892951838813485,0.5964218622638543,-0.5907405358335082,0.6653402943640921
7asGzfX9,0.07554520869725667,0.009088132847833986,0.08492075597434606,0.012089642159976877,0.00974270883520667
7cg7C92o,0.3101353925318365,0.047567424940536986,0.31915588896738517,0.3713752523349544,-0.07378279612448346
7eOxTpsB,-0.6503357786160681,-0.11146855156496599,-0.31602249469965465,-0.40266998965812706,0.43521504675561473
7ey0v7ma,-0.5470116614216495,0.039271433368634416,-0.9062066896031022,0.8248672794133377,-0.6877516099793965
7gocyrYl,-0.6111453096565741,-0.09611214133247478,-0.6295175146120531,-0.016886386695626254,0.09018368441655777
7gqR3GoA,-0.4770214505573135,-0.09611214133247478,-0.3156640391708088,-0.1881681531717202,0.35605547027422046
7og7aUXB,0.06662992468388995,-0.05886841860818975,0.29375811291756343,-0.14287524373503813,0.1551566913412077
7onRfa8F,0.5019022686464695,0.10263870844380094,0.2774171117985436,0.04016864083513916,0.13569285930121455
7umkNuxM,-0.5949632515717543,-0.07051811483060108,-0.5118117770198842,0.023712482527683987,-0.0028288827159062002
7vPr9ExD,0.5010641242395503,0.10740449777119976,0.2742367361168002,0.020992868662986663,-0.09191058720787981
7zNjpCzu,0.4036746226922457,0.17200735048153984,-0.17767968267660833,0.7789639168321639,-0.32025811430811735
7ztsQNj3,0.48977320290038096,0.17465499862202258,-0.06886723077998586,0.38412023812952245,-0.23121979992077457
86gppwMI,-0.04914988261338471,0.059570144694100984,-0.25094658079375215,-0.012273449700344385,0.26554062948013324
88thAGdL,0.41976786438126334,0.1038742813551144,0.19870093611148432,-0.08254674467302947,0.14712396594213928
8GhU8STP,1.0355701704487936,0.15965160247296295,0.7747283626811261,0.3129311860727678,-0.3855217083919169
8NlzDcWe,0.23822676289738548,-0.07016509129944837,0.6836952103386607,-0.4694652557336875,0.38318213014050617
8QAejdLW,0.5148309904221038,0.11058168120841133,0.301811665877212,-0.0016736897626770109,-0.06839132919092084
8RDeFxWM,-0.4131629049150999,-0.057279822165723526,-0.16669012543705103,-0.24904006091940667,0.41249474194837454
8UXP2NBS,-0.13526105560442125,0.08604672529999546,-0.47475354713803436,0.6150267134938606,-0.5198006431980569
8ZoV3KGT,0.41572782937109126,0.06221780228230445,0.334329303344167,-0.015525092550394137,-0.06467208681070824
8ajs2uG8,-0.6026384005792939,-0.06998858425773247,-0.37883194493994893,0.23457884867651047,-0.3288824178389924
8bXnz62p,0.5367429773704157,0.08869438288819895,0.2737107968095102,0.8880056541605731,-0.08102295480289068
8nO1O1LG,0.9903038550216875,0.15859255077494677,0.689847764246511,0.32069661632214685,-0.5634598495089913
8xE1p8g8,-0.04824297535148969,0.08357557002964783,-0.33519185754905495,0.5974799191330232,-0.6538805420594964
8yMDVMRM,-0.6002269873728053,-0.06963556072657975,-0.5245693934295408,0.16675582051211035,-0.3317418960771419
98R5VaPi,0.8013893759717164,0.09451922391361398,0.8785165937755861,-0.10225266791384413,0.05703277149088626
9DcTz2Ua,1.0878432138905405,0.16335832120690336,0.7364464010258327,0.21046518591729646,-0.36282687684912096
9G7nfUrK,0.06355174756209347,0.015266000947296996,-0.07146821009473575,-0.08536888910807494,0.20645107963921416
9O6GZ1HT,0.7888532460830119,0.09769641679854627,0.9653448495563235,0.028436730322968673,-0.19687260119066874
9S7fCoAM,0.39019927788839964,0.12787971141452134,0.034426653803483254,-0.033116588066554487,0.17833718102436102
9iQwmFJR,0.43657548730875134,0.08498765470653782,0.3622091405850044,0.14497746252577393,-0.20388932039062735
A3Mt6SAQ,0.3242520168106714,-0.07404832652282575,0.8158343409811704,-0.41686078500682994,0.33659514126093126
AJIsQIcV,0.4997778699198879,0.08481114294096129,0.4330352336973384,0.09562754607947366,-0.05448006175526743
AMHKXMh8,0.3943041704090569,-0.07581343000700791,0.7833745653102888,-0.17132925471860305,-0.13145600013701664
ASwA2J4E,-0.4181989418820299,-0.08799265680228785,-0.07714068145822034,-0.35421248572407626,0.5119454878974519
AaFvEoHq,-0.6289702991876734,-0.11217459862727136,-0.3001814087960208,-0.3415320676073541,0.34289144053488496
AiIPD6hX,0.08350284692841636,0.012794853943704757,-0.0120082212083506,0.15068195824041308,-0.20525041310753922
AsIURvJS,0.03240876155186567,-0.05516169987424904,0.16281580177954907,0.04412307612875144,-0.07717651802851133
AsvgbJ0C,-0.7524310635265895,-0.08834568033344017,-0.6347100511827624,-0.06054566905357961,0.23561735397039718
AxEhbkCM,-0.07830300870150297,0.0791628136811228,-0.46234709681410596,0.3156537612441871,-0.4733069728836663
B7VPkIpx,0.4195447107073357,0.03891840983748173,0.5402514639794994,0.6027827991654323,-0.03418608958230718
BBwHqHiH,0.5312289792805414,0.10828704715136014,0.29061262554673206,0.024040674555856234,-0.09556288992292883
BMyps8hr,0.6016087840962943,0.09857896617870746,0.33013692879005907,0.3926077032283811,-0.5272972115488563
BUHS4dQw,-0.6296719982578686,-0.09240542259853363,-0.7229359745142987,0.3531167869756576,-0.1201781389983485
BZB3EYWQ,-0.43244607066123597,-0.05286706109333789,-0.29541989810026387,-0.23728841707076187,0.40453340354619327
C5UPCZcL,1.0013279625606277,0.15488582259328484,0.7354065777226175,0.2933994394981979,-0.46602398245582055
C5gIfQbJ,-0.48018039094826503,0.056922482382037225,-0.8358528863926742,0.8731837857614871,-0.6370884062289526
CDRuu4Pn,0.43128276732189585,0.09981453909002092,0.3324943248300191,-0.0283471049995071,0.17937964360316205
CQhTYkqE,0.3243511568540122,0.06186477875115177,0.18886053718632972,-0.0626851100588206,-0.17778072319397942
CSEobMXv,-0.67486440007948,-0.006797814452834297,-1.0397194281599604,0.47742342423606543,-0.2948016072692534
CYMQE4x0,0.643194321255739,0.06663056335469,0.5692441777500842,-0.04791208176751949,0.08533359218214143
ChQdtl4J,0.33678720369304843,0.1564744190357514,-0.07864383129818214,0.23291240647931832,0.03474667606184445
ChnD1nrN,0.2223025420813849,-0.06681139137279998,0.6378727822056174,-0.3330766316932151,0.11507202315948328
CvtbbIcq,0.5265190354897876,0.02373850664670608,0.46220816875644327,0.04148513027570233,-0.16153308159554713
Cxk06b77,0.30494469292759446,0.05533389066343137,0.16091807261567304,0.4226475158975068,-0.10645360297088868
D3QD3ZEJ,-0.6110541342155685,-0.06945904896100347,-0.4688334095117322,-0.03421110690766871,0.1652226269177901
D8J5C6lA,1.0392705967742688,0.15594489318674332,0.7641510160220817,0.10207459823666798,-0.22085696042213576
DCeQwYfT,-0.10536534184370094,-0.05886841860818975,0.058102554550749363,-0.06372373445435597,-0.002051560552839282
DDEftkx3,-0.465342600822665,-0.059044930373766055,-0.14699662522414753,-0.3261700041664898,0.5267066159876868
DEwCfeDW,0.3653394385327738,0.07704468666578779,0.2317428249335176,0.6887201863509159,-0.08216111475833143
DMkIV4oL,-0.45326176892839076,-0.08887520618244904,-0.08859356507464494,-0.31637890409113,0.46269684977313397
DnzGfbxS,0.6276498842698958,0.09857896617870746,0.33013692879005907,0.3816838006528561,-0.465075600917928
DoZxo6f6,-0.3840514680127619,-0.05304357285891428,-0.20687618928426726,-0.041260484191769864,0.11335846043288744
DvhBPGIk,-0.590107145489234,-0.07051811483060108,-0.5118117770198842,-0.0016791192127162402,0.0297290445128493
Dx7GoUcT,0.318564601268003,0.12346695506599631,0.05956492033098748,-0.003815842208658937,0.2615932957279177
E5hIjohO,0.40076988904357724,0.13723476885602176,-0.007350559499914422,0.5363264411249488,-0.35354906450054235
E6x4XGHt,0.47925554426199624,0.07951582776455435,0.4378482869881565,0.044269186496595725,-0.013616178750447405
EDEpAzh1,-0.015692648071912285,0.08445812885752971,-0.2847376631366934,0.5966473089546492,-0.8443571404455881
ETGudkQt,0.08404127158489427,0.01350089510118461,-0.003924417520728474,0.00713221388625962,0.10799389765185952
EUleKrLJ,1.0101909370608408,0.1605341707485656,0.6656755558590431,0.16938351284549724,-0.2673243793145481
Ehw2Jz6s,-0.6217093141193796,-0.07263624184593584,-0.5586004367040791,0.1281481968343796,-0.14571362512974373
EjqzC4zH,0.29353797770591955,0.03591773108005588,0.4109386264306735,0.4030829126647214,-0.09403259740554648
EkMZO3Qj,-0.012425073521992847,0.08251650888391088,-0.38983493423659993,0.1278752672074307,0.09348272001012092
EnoNXWvU,0.8273869336651533,0.09857896617870746,0.9680833943072993,-0.029748864787423557,-0.07000207793264512
Epv8ANwr,-0.6094720414136706,-0.07157717597633831,-0.5461060422872863,-0.05531758591546165,0.15424917713561936
Etro9j0B,0.42212588873706774,0.0525097213096516,0.3263013500111399,0.49746462171726324,-0.22132308951344837
F3MIZj76,-0.6507235476524008,-0.0938175072754236,-0.6499164937834288,0.07589771833236691,0.14692299360257444
FB8tU00K,-0.7179154723694291,-0.09752422600936403,-0.6904280109332877,-0.062286635688201364,0.15696323286960956
FLhxBGMK,0.5332728862517496,0.10652193894331782,0.2233196648465916,0.04057797193585699,-0.04367140489311394
FRreR8ka,0.42934964298077416,0.17271339754384524,-0.13698328961008804,0.5089811151106335,0.04830663313731298
FXne4oAV,-0.01903675447360187,-0.07775504525676638,0.2757363279482086,-0.3830536586383901,0.10940474036780223
FaW764jk,0.3142513191352572,0.047567424940536986,0.31915588896738517,0.35562710369753325,-0.05861165557905945
FeAbMXly,-0.4609990574303232,-0.08940474147917787,-0.07891083463539822,-0.33560265509462806,0.48144199298646684
FeudaFXn,0.4658255415993344,-0.07351879122609678,0.9555687442758578,-0.19881274068823485,-0.13860062901879266
FldUmFeM,0.8500741185551118,0.09751990503297053,0.9624074181417319,-0.010966217290721003,-0.09280260459187861
Fnv5tfAm,0.5298182999292748,0.2048383121334391,-0.13860256357635153,0.8591528629641475,-0.23397819503158446
FvrAd3Or,0.7603952433998565,0.09999105085559745,0.9474769206227169,-0.0637261593492292,0.01213657114655975
G48zHffi,0.78541707449585,0.09593130859050397,0.9526734862145279,-0.07166938374930476,-0.0005062423479140765
G76zCv5N,-0.0300217563999563,-0.061516076196393134,0.20475300229070853,-0.2776686196106012,0.3134935330506863
G7JGUdNf,0.4836827719780997,0.11022866712497897,0.26350741598588756,0.10706937073798439,-0.23046922804532444
GCo6MONx,0.8976021666346361,0.16335832120690336,0.6664665621394197,0.2690412752680852,-0.3178332190899473
GE0vbpVQ,0.4622662283450779,0.07369098673913937,0.41630695946129737,0.0302383194196143,-0.023677270097291814
GN0DfOqt,0.10646336056352201,0.011559279851426142,0.1693945924982057,-0.08402261280215562,0.17005119267296687
GNsTAb1v,0.008272816734442912,-0.055867742212693965,0.2042254541534405,0.24980592866828555,-0.4983178743914678
GPwmO21z,-0.5958472538585565,-0.06998858425773247,-0.37883194493994893,0.02790284279178845,0.059397946489770925
GQYpfLoh,-0.6259248893336101,-0.11217459862727136,-0.3010288852556103,-0.216224948601638,-0.035253126350012876
GR9knT8n,-0.7704074662587496,-0.0952295825045929,-0.6370576683476232,0.02117613006519059,0.07095763150686074
GXtFFbZy,-0.32835667642811417,-0.09293494844754172,-0.08684618496774649,-0.2812713932709865,0.38634128176583127
GYvzvvFD,0.00932128326920656,0.06257082108959669,-0.18698567613801848,0.12266484063946859,0.09528198006670552
GemPjTJ9,0.04195157276985639,0.05162716720563029,-0.19329026441175895,0.10149787658785514,0.08926717067731804
GkLYRm1K,0.4716284120178065,-0.07422483356454168,0.9187384488362479,-0.23116254375795775,-0.1171281354450191
GmlqP8eI,-0.07127924818219455,0.08763531229474128,-0.3553963079788987,0.3598068690190125,-0.4866065622389779
GqkIrOvf,0.041277480744248085,0.05162716720563029,-0.19329026441175895,0.28910754934595484,-0.14492153036730926
H0fsegPi,0.41910838959057095,0.13193945367961482,0.09438620966924932,0.03191962789336977,0.08249351835517227
H4dHpJjU,0.951382734269824,0.17200735048153984,0.6595571696480633,0.35764627631087886,-0.45717763227085695
H5QwJCuU,0.25187251993774534,-0.07598994177258422,0.8767951330272465,-0.22990011654710252,-0.0013584386286460415
H5uwmSZ0,-0.07033164967818128,0.07174936676552054,-0.3791951783474153,0.037540380358940806,0.1895548306848276
H8MtbVoL,0.43259147385666086,0.1038742813551144,0.19870093611148432,0.02525680362381788,-0.030762922736836007
H9JrUYnp,0.4340286346879384,0.17271339754384524,-0.13698328961008804,0.46981164274657095,0.11615499094407955
HHYmmHVk,0.39446086793085033,0.10281522020937744,0.23872795113269613,0.048901113907283134,0.23792931724558053
HJ5U4uqL,-0.7586294104816281,-0.0964651648636271,-0.6874749299160843,0.07587329881141336,-0.10929047517305124
HNQxYc4w,-0.4375631014630238,-0.08781614503671134,-0.11364887447820177,-0.19611044950888923,0.24434991121671623
HQYhKHZ8,-0.04576420413838134,0.08763531229474128,-0.3553963079788987,0.3720242282122782,-0.4126836591734848
HSCMx0MC,-0.3994262814972175,-0.057103315124007584,-0.12128980818488871,-0.22748310129837324,0.35902387826678717
HXYuE0fx,1.0485357764192829,0.1531207238329633,0.7704957107367274,0.24401652455038636,-0.47908268314361147
HdKcxEWr,0.11266971105441714,0.014030426855018378,0.06909340637971023,0.0987793299187113,-0.1022332044391252
HecW1iCC,0.021658440497018372,0.08657625114900358,-0.28708503255442747,0.5424768074222267,-0.6813284903372288
HpbKB8rv,-0.6309602934179815,0.016854596208798072,-0.9452550407856648,1.155893523817526,-0.6234635064227629
HrkoYjCg,-0.6658838718430288,-0.0964651648636271,-0.7542998000099461,0.21514279426646177,-0.022041023956038464
I5P2uquT,0.4075243284599582,0.08233999711833437,0.2764850483996201,0.18686997052903365,-0.23450137548788397
I94qkDM7,-0.007733736342566133,0.06645405158911372,-0.2584766504453871,0.010544639566111846,0.22081709404655914
I9sQbtt8,-0.679126447697958,-0.0006199462795609344,-1.0015612903357163,0.6711312609254932,-0.3655572655803436
IFxgw6ZX,-0.03497772125841636,0.07898630191554626,-0.411884344167412,0.3437143156705774,-0.23757196276985915
IPPPSyoU,-0.7100484219058582,-0.09752422600936403,-0.6904280109332877,0.017134422869313215,0.042961616526169255
IQOYQubU,0.9579551967171002,0.15488582259328484,0.7399724155895377,0.24217586950392922,-0.3739310016475337
IYNE2SxU,0.4480748024422014,0.18983491598437952,-0.193785953587498,0.6537896959403099,-0.5289600567344535
IZRFk9kN,0.01511987283047056,0.0055579223365743394,-0.07082382647071733,0.023736775754047423,0.01686659961707937
Iaq3v0t3,0.33065192580674174,-0.07404832652282575,0.8158343409811704,-0.34186741234839874,0.21995665414865495
IbVwu1t6,-0.7516643353626483,-0.0909933379216436,-0.6705970207768701,-0.001110892570262867,0.1087949166431752
IcHKTLyo,0.4546254523036549,0.10987564359382668,0.2110859736148481,0.006693898933329612,-0.0785000781381715
IpW80wVB,-0.7771462388109295,-0.09275843668196598,-0.7142393461589454,-0.023130350069232808,0.15166537843301686
Itb0PYUV,1.0486812013880038,0.1573569778636325,0.7646648790115347,0.2459788244476665,-0.414519298726884
J8fpSwS0,-0.6253576320013211,-0.11182157509611906,-0.31444722474375336,-0.34165384076761474,0.37806991864622574
JE1SlbD0,-0.01946073401267523,-0.04757174591693103,0.04331653012168024,0.3840234675735098,-0.2978810159515366
JEB4McNb,0.6244308579242259,0.09381318629902932,0.475003606710339,0.23489445242486295,-0.34114242897433456
JEE4QVeQ,0.38516827488527056,0.06204129051672807,0.2913804915624214,-0.09702991190251664,-0.042681185989480896
JJSEU2VQ,-0.3905826197657821,-0.05798586450416844,-0.12397892516810943,-0.2817385682957798,0.4087273587524167
JSsVriP2,0.759700003389131,0.09999105085559745,0.9474769206227169,-0.06061418825470377,-0.04030477650366393
JUvQNiOK,0.4886318171788633,0.09610782035608051,0.273219455363285,0.15018511630642484,-0.10589210837198659
JZbrRtm2,0.8224505911718701,0.09504875921034359,0.9529201960074494,-0.054910655128417196,-0.06974242037998235
JcE9G92B,-0.02663484112970993,0.07898630191554626,-0.411884344167412,0.45759252635589764,-0.38700963188212634
JnNYpXHr,-0.49942373739039636,-0.1123511103928479,-0.053854011399016966,-0.11979384218724998,-0.028746463933118083
JzpbnOtz,-0.6340828245897389,-0.11217459862727136,-0.3001814087960208,-0.35997963807729394,0.3744262092676359
JzzUhPQp,0.47620695079566433,-0.07422483356454168,0.9187384488362479,-0.21310540002109002,-0.1463498417940896
K05R8dQK,-0.6708418990617445,-0.0969946907126352,-0.6746895769103822,0.012958014264230266,0.019952800377330826
K17pG2mG,0.37852885410520815,0.06168826698557548,0.3952599612854026,-0.1698190074677406,0.18155527379030234
K8BellUe,-0.05803241653103586,-0.05798586450416844,0.0924094160741567,0.04354070739173821,-0.19145009226336795
KJ2eH6rr,0.04714195536535726,-0.056397272785562585,0.12858761867815444,0.14164366346256696,-0.2954278808157176
KJEJ6Glk,-0.019627274395472516,-0.04757174591693103,0.04331653012168024,0.41205953378650884,-0.3710914088406332
KSbO0oXS,0.335591310943765,0.06186477875115177,0.18886053718632972,0.09795961315898527,-0.28032748702301724
KXtvmd01,-0.06364260044361725,-0.06222211853483806,0.20291698895822896,-0.34982104536310954,0.4359090845219378
KYiJqBuJ,0.39261419363357203,0.06168826698557548,0.318132781057893,-0.027371932775161145,-0.1283899140592335
KmbAyTcE,0.07386080275234708,0.008911622263222676,-0.016999827059450967,0.008077192519807985,0.04580441625545051
KnNyl3rV,0.47588564455393856,0.09363667453345359,0.2624622752234639,0.036111385892131365,0.07475829467614714
Kp2DG8TZ,0.4992197565160746,0.02709220657335447,0.4966376323311789,-0.07620512312692174,0.045392614180137736
