PIDN,Ca,P,pH,SOC,Sand
5paniGaU,-0.680472383,-0.061339564,-0.839771946,-0.82730409,1.666073579
5vsr7ZUP,0.519850041,0.061688267,1.534932457,-0.472154789,-1.252896622
60B4xMWI,-0.503526789,0.09804944,0.712957601,-0.518949687,0.695107385
64jOUtKy,0.321622658,0.061688267,-0.047954151,2.193178503,-1.321038664
6AJo4xNG,-0.682158159,0.077927241,-0.385161611,0.177187773,0.666687413
6CAvhEte,-0.376123838,0.084811143,-0.817776596,-0.083980067,0.958202746
6CuGYjT5,2.49398481,0.15841603,1.767415633,0.669801044,-0.792013062
6DGH8ujZ,-0.264867382,-0.095229583,-1.547536171,0.612814711,-0.55820313
6PzsGdVm,-0.274176843,-0.096641667,-1.136699282,0.664604296,-0.592314617
6UcSJMbq,-0.496583057,0.098578966,0.739213267,-0.766931771,0.269798342
6WJbkH8U,1.231988763,0.093813186,1.941994237,-0.051942232,-1.362638856
6eUWsVzw,0.625543389,0.061688267,1.665316865,-0.549373905,-1.444263205
6gNyO7Do,0.041866211,0.115876996,0.431452115,0.615110812,-1.252933256
6jT0AyHe,-0.044123505,-0.0551617,0.86108591,0.313040389,-1.383068037
6nBgCvWu,-0.609451625,0.123466955,-0.110040457,-0.219179266,0.908591884
6ro5mqg6,-0.14703899,-0.077225515,-0.522380172,-0.46245222,0.359216905
6sGqObX4,-0.746896858,0.182068455,-0.738693028,-0.592987247,-0.766613925
6uEGy0n4,1.89170653,-0.071753688,1.997633815,-0.486421956,-0.885462582
7BZ4LxP8,-0.064853728,0.09028297,-0.053576718,-0.229233461,-0.612919459
7CmigXKi,-0.432520247,0.084811143,-1.118085094,-0.232154781,0.874490246
7Ga0LpfR,0.005294218,-0.112174599,-0.659415464,1.887511878,-0.694532813
7PQsFvsG,-0.504330643,-0.095229583,-2.261193843,1.312969788,-0.601198288
7aF7nnwn,-0.706248085,-0.068929518,-0.655729789,-0.500544253,0.563905748
7asGzfX9,-0.088915512,0.009088133,-0.188762369,-0.459242998,0.216066371
7cg7C92o,-0.454157533,0.047567425,0.053081261,0.773892676,0.3384366
7eOxTpsB,-0.476905626,-0.111468552,0.771035475,-1.012034034,1.384569237
7ey0v7ma,-0.424097644,0.039271433,-0.688855968,0.05792947,-1.452459781
7gocyrYl,-0.319199769,-0.096112141,-0.035121566,0.782215475,-0.150634631
7gqR3GoA,-0.656969852,-0.096112141,-0.504841081,-0.652098783,-0.754926742
7og7aUXB,-0.284872119,-0.058868419,0.540463871,-0.196554658,0.010749111
7onRfa8F,0.209342473,0.102638708,0.762886051,-0.320730491,0.887389234
7umkNuxM,-0.142386731,-0.070518115,-0.037337556,0.268629763,-0.72736893
7vPr9ExD,0.07361521,0.107404498,0.530299686,0.026212401,-1.042334711
7zNjpCzu,-0.625950605,0.17200735,-0.431277089,-0.340507714,-0.693912944
7ztsQNj3,-0.281534276,0.174654999,-0.365869527,-0.507945538,-0.560863646
86gppwMI,-0.929311688,0.059570145,-1.714072018,-0.448691006,1.164534674
88thAGdL,-0.422921636,0.103874281,0.25261681,-0.362938122,-0.013750731
8GhU8STP,0.749819493,0.159651602,1.490677727,0.485220154,-0.620811626
8NlzDcWe,-0.354285923,-0.070165091,-0.913989948,-0.253667933,-0.185282038
8QAejdLW,-0.286193596,0.110581681,0.445075578,0.313799453,-1.03482452
8RDeFxWM,-0.352193999,-0.057279822,-0.080094689,-0.96076266,1.097919484
8UXP2NBS,-0.697935132,0.086046725,-0.524460651,-0.924715108,0.710765001
8ZoV3KGT,-0.364899949,0.062217802,0.202306915,-0.276103498,-0.740819615
8ajs2uG8,-0.343917881,-0.069988584,-0.806491029,-0.4634268,-0.953501724
8bXnz62p,-0.421071388,0.088694383,-0.240445221,0.581153189,0.675074587
8nO1O1LG,1.180284087,0.158592551,1.807517304,1.182036002,-0.598009244
8xE1p8g8,-0.420489722,0.08357557,-0.343780624,-0.633453547,-0.223543883
8yMDVMRM,-0.21843291,-0.069635561,-0.941456233,-0.485590791,-0.702561061
98R5VaPi,0.456572407,0.094519224,1.509300175,-0.89989844,1.160968135
9DcTz2Ua,2.58459227,0.163358321,1.69089831,0.669464692,-0.287616873
9G7nfUrK,-0.398963959,0.015266001,-0.300912138,-0.540865392,1.284347785
9O6GZ1HT,-0.297407205,0.097696417,0.853181637,-0.867723165,-0.100311629
9S7fCoAM,-0.587792309,0.127879711,-0.14494668,-0.347298067,0.766216136
9iQwmFJR,-0.350173187,0.084987655,-0.405156289,-0.378938365,0.762803398
A3Mt6SAQ,1.437349334,-0.074048327,1.747549096,-1.424684702,0.37457496
AJIsQIcV,-0.333872282,0.084811143,-0.815240315,-0.055625568,1.055275775
AMHKXMh8,1.676036322,-0.07581343,1.912264945,-0.434736757,-0.617299687
ASwA2J4E,-0.190471877,-0.087992657,0.31784341,-0.403428963,0.360137816
AaFvEoHq,-0.596964782,-0.112174599,0.323384195,-1.234104011,1.062494659
AiIPD6hX,-0.083674386,0.012794854,-0.41971611,0.513686629,0.230129319
AsIURvJS,-0.300964721,-0.0551617,-0.287715386,0.965719271,-0.712149892
AsvgbJ0C,-0.2776825,-0.08834568,-1.185240661,1.0398816,-0.340295992
AxEhbkCM,-0.525508767,0.079162814,-0.463912815,-0.937430503,-0.102561333
B7VPkIpx,-0.616768976,0.03891841,0.356937195,-0.829008257,0.927166903
BBwHqHiH,-0.138259053,0.108287047,0.646218213,0.067459626,-1.24997793
BMyps8hr,-0.122466237,0.098578966,-0.852660556,-0.020099689,-0.919961672
BUHS4dQw,-0.014431623,-0.092405423,0.347916509,2.811167581,-0.846919941
BZB3EYWQ,-0.127161778,-0.052867061,0.11958374,-0.608189567,0.912889368
C5UPCZcL,3.627332468,0.154885823,1.951547624,0.726503437,-0.385464473
C5gIfQbJ,-0.158846513,0.056922482,-1.149227124,1.189893655,-0.958109059
CDRuu4Pn,-0.14920873,0.099814539,-0.282268259,-0.559183156,0.86717175
CQhTYkqE,0.705321027,0.061864779,1.109960832,0.103209168,-1.819145806
CSEobMXv,-0.40637091,-0.006797814,-0.874757118,0.560881831,-0.928344575
CYMQE4x0,0.044795001,0.066630563,1.717431491,-0.095977102,1.11302822
ChQdtl4J,-0.663778942,0.156474419,-0.18034406,-0.921706217,0.623812424
ChnD1nrN,-0.494183907,-0.066811391,-0.894895898,-0.313590098,-0.166821022
CvtbbIcq,0.915144975,0.023738507,1.064239937,-0.596047151,0.236027394
Cxk06b77,-0.446828684,0.055333891,0.157324721,-0.321051048,0.329919876
D3QD3ZEJ,0.148142578,-0.069459049,0.097765778,0.465725856,-0.108662327
D8J5C6lA,0.49041094,0.155944893,1.409504222,0.282462913,-0.261236973
DCeQwYfT,-0.438924014,-0.058868419,-0.240713107,-0.16967434,-0.982065713
DDEftkx3,-0.6565951,-0.05904493,-0.856663217,-0.731835707,1.45464903
DEwCfeDW,-0.792892492,0.077044687,-0.599848176,0.138524003,0.845391228
DMkIV4oL,-0.511557453,-0.088875206,-0.663227546,-0.73414551,0.137944706
DnzGfbxS,-0.130068758,0.098578966,-0.486389566,0.351645838,-0.787564241
DoZxo6f6,-0.348168978,-0.053043573,-0.31429156,-0.978198972,0.613207045
DvhBPGIk,-0.401536006,-0.070518115,-0.502557187,-0.467439304,-0.382467249
Dx7GoUcT,-0.675272916,0.123466955,-0.124663362,-0.397209546,1.061465818
E5hIjohO,0.539532582,0.137234769,0.292571581,1.239707723,-1.199122703
E6x4XGHt,-0.428994788,0.079515828,-0.664091169,-0.261256376,1.321697937
EDEpAzh1,-0.640123352,0.084458129,-0.559850901,-0.849674827,-0.70282429
ETGudkQt,-0.433363139,0.013500895,-0.062999627,-0.601055568,1.02045453
EUleKrLJ,1.98938971,0.160534171,1.770857434,0.420479204,-0.26896804
Ehw2Jz6s,-0.118357429,-0.072636242,-0.697048624,-0.450933865,-0.45871168
EjqzC4zH,-0.453179888,0.035917731,-0.174058675,-0.876408509,0.827006542
EkMZO3Qj,-0.694396355,0.082516509,-0.345936418,-0.755688118,1.101201046
EnoNXWvU,-0.547535645,0.098578966,0.827608053,-0.843022351,0.232691657
Epv8ANwr,-0.11458291,-0.071577176,-0.393654342,0.491259111,-0.418596982
Etro9j0B,-0.953003484,0.052509721,0.331690172,0.131867477,0.257661503
F3MIZj76,-0.246173034,-0.093817507,-0.229810733,-0.543601218,-0.909404039
FB8tU00K,-0.427648794,-0.097524226,-1.018746758,0.245958846,-0.639788268
FLhxBGMK,0.001611905,0.106521939,0.985000606,-0.201425032,-1.253304911
FRreR8ka,-0.529686767,0.172713398,-0.425728568,-0.362761034,0.383865203
FXne4oAV,0.135641856,-0.077755045,0.750576603,-0.531364114,-0.53657814
FaW764jk,-0.471761416,0.047567425,0.279055052,-0.294530668,0.488728325
FeAbMXly,-0.718944938,-0.089404741,-1.062208113,-0.767351582,0.285035358
FeudaFXn,1.931051963,-0.073518791,2.347087631,-1.045042778,-0.916673759
FldUmFeM,1.643848235,0.097519905,1.609730739,-0.896941186,0.357511649
Fnv5tfAm,-0.18983731,0.204838312,-0.770343895,-0.399888477,-0.832857439
FvrAd3Or,-0.47746797,0.099991051,0.738214224,-0.581462554,0.615196801
G48zHffi,0.006624999,0.095931309,1.360267715,-0.70884859,0.564835552
G76zCv5N,-0.283155088,-0.061516076,-0.06597526,-0.532408148,0.115969211
G7JGUdNf,-0.06433834,0.110228667,0.831602791,-0.163855676,-1.240959932
GCo6MONx,0.821882369,0.163358321,1.567015029,0.468769572,-0.542413209
GE0vbpVQ,-0.174042975,0.073690987,0.230390954,-0.424114561,1.065099577
GN0DfOqt,-0.470883894,0.01155928,-0.156699849,-0.588863164,1.19729315
GNsTAb1v,-0.43236363,-0.055867742,-0.780041658,-0.344587616,-1.227734763
GPwmO21z,-0.255644769,-0.069988584,-0.559259759,-0.10836371,-0.591455852
GQYpfLoh,0.300152574,-0.112174599,-0.119865498,0.085077661,-0.795434234
GR9knT8n,-0.493322933,-0.095229583,-2.140392114,1.15921415,-0.64293648
GXtFFbZy,-0.261989749,-0.092934948,0.538869203,-0.17785608,-0.333680025
GYvzvvFD,-0.643100241,0.062570821,-1.46841429,-0.604534824,0.085884389
GemPjTJ9,-0.706444264,0.051627167,-1.669504926,-0.533151157,-1.098971119
GkLYRm1K,2.138422674,-0.074224834,2.215523614,-0.653693753,-1.022409936
GmlqP8eI,-0.3553571,0.087635312,-0.370709104,-0.869145372,0.003594876
GqkIrOvf,-0.514117816,0.051627167,-1.067721375,0.472838419,-1.405044944
H0fsegPi,-0.477045339,0.131939454,-0.078001584,-0.343582127,0.172483467
H4dHpJjU,1.974824457,0.17200735,2.055014515,0.245800514,-0.215696463
H5QwJCuU,2.20390619,-0.075989942,1.581705625,0.39559902,-0.505561534
H5uwmSZ0,-0.620184668,0.071749367,-0.249854273,-0.741473721,1.098583738
H8MtbVoL,-0.405164437,0.103874281,0.487451355,-0.462881305,-0.490715331
H9JrUYnp,-0.523320632,0.172713398,-0.273856979,-0.015278859,0.44346737
HHYmmHVk,-0.42776484,0.10281522,-0.720730162,-0.563632527,1.464789511
HJ5U4uqL,-0.411253682,-0.096465165,-1.117888599,-0.844057623,-0.354325611
HNQxYc4w,-0.138518751,-0.087816145,-0.372971277,-0.611692689,-0.499134236
HQYhKHZ8,-0.383100937,0.087635312,-0.358045339,-0.58337232,0.045991563
HSCMx0MC,-0.387364786,-0.057103315,0.039895613,-0.968870054,1.000443816
HXYuE0fx,2.025218767,0.153120724,1.647238928,0.163177656,-0.482146303
HdKcxEWr,0.127556585,0.014030427,0.334071627,0.431810285,0.552489067
HecW1iCC,-0.722818275,0.086576251,-0.551156779,-0.955880329,-0.673973521
HpbKB8rv,-0.46928069,0.016854596,-1.548017451,1.529894032,-1.120254036
HrkoYjCg,-0.072842014,-0.096465165,0.497896829,0.698895388,-1.077518627
I5P2uquT,-0.294596024,0.082339997,-0.133521316,-0.051602901,0.81042098
I94qkDM7,-0.83179408,0.066454052,-1.787993703,-0.701741171,0.354543617
I9sQbtt8,-0.324856663,-0.000619946,-1.337436221,1.957771296,-0.83351405
IFxgw6ZX,-0.415851411,0.078986302,-0.345160327,-0.717727771,0.170384659
IPPPSyoU,-0.558071155,-0.097524226,-0.838775032,-0.416738062,-0.952405133
IQOYQubU,1.591468369,0.154885823,1.454959054,0.054399593,-0.461996625
IYNE2SxU,-0.512745691,0.189834916,-0.794498813,-0.356759214,-0.842244839
IZRFk9kN,-0.083667552,0.005557922,0.107359739,-0.346252244,0.531145181
Iaq3v0t3,1.211424923,-0.074048327,1.735728217,-1.131541296,0.252849098
IbVwu1t6,-0.414767855,-0.090993338,-1.627664948,0.117525591,-0.542508529
IcHKTLyo,-0.161892259,0.109875644,0.616756427,0.276604887,-1.349840102
IpW80wVB,-0.207000949,-0.092758437,-0.811725462,0.055958758,-0.726702669
Itb0PYUV,1.439208986,0.157356978,1.827164242,1.007702843,-0.682188376
J8fpSwS0,-0.696203358,-0.111821575,0.699119512,-1.158768944,1.303904759
JE1SlbD0,0.28537178,-0.047571746,1.129379482,2.018994479,-1.148108184
JEB4McNb,1.11103948,0.093813186,1.72373459,0.047947955,-1.414607352
JEE4QVeQ,-0.244845211,0.062041291,0.256511269,-0.273610153,-1.245985161
JJSEU2VQ,-0.596415904,-0.057985865,-0.305461374,-0.587941876,0.920925143
JSsVriP2,-0.207820161,0.099991051,1.019532177,-0.623507542,0.181171219
JUvQNiOK,0.173166562,0.09610782,0.202287333,-0.179833413,0.021161032
JZbrRtm2,-0.277411923,0.095048759,0.926928722,-0.832534741,0.162183058
JcE9G92B,-0.241681205,0.078986302,0.012888029,0.592011325,0.075374711
JnNYpXHr,-0.16818491,-0.11235111,0.625271648,1.60982763,-0.955901152
JzpbnOtz,-0.857742549,-0.112174599,-0.099604388,-0.884743557,1.119632353
JzzUhPQp,2.152945862,-0.074224834,2.129554663,-0.377307584,-1.027587494
K05R8dQK,-0.185142797,-0.096994691,-0.148594512,0.083249551,-1.079653548
K17pG2mG,-0.21965623,0.061688267,0.880969701,-0.95904028,-0.035540171
K8BellUe,0.05047887,-0.057985865,0.165930629,-0.021541611,-1.572762891
KJ2eH6rr,-0.571238514,-0.056397273,0.337006563,-0.43377032,-1.160834203
KJEJ6Glk,0.258435135,-0.047571746,1.00483663,1.449776491,-1.309219984
KSbO0oXS,0.448758347,0.061864779,0.199774451,2.901019957,-1.634413479
KXtvmd01,-0.335077195,-0.062222119,-0.190119188,-0.624879744,0.340009792
KYiJqBuJ,0.044692177,0.061688267,1.110905035,-0.866790468,-1.073939327
KmbAyTcE,-0.159466288,0.008911622,0.342273885,-0.450023787,0.399697505
KnNyl3rV,0.253857849,0.093636675,0.875601555,-0.593127714,0.608277578
Kp2DG8TZ,-0.407066861,0.027092207,-0.102139084,-0.598759913,0.850615551
KqQtKWs5,-0.50691315,-0.069635561,-0.828008443,-0.214461995,0.014923551
Ku27g63R,2.979769569,-0.073695303,1.776329745,-0.245781252,-0.368390227
L2aTVqDq,-0.492185629,-0.092934948,-1.915822384,1.179492962,-1.100329065
L5jvq6G4,-0.46257164,-0.070165091,-0.707185966,-0.357491271,0.321666714
L91hYVQl,-0.195887283,-0.071577176,-0.56244694,-0.434480804,-0.125562106
LINAMlbA,-0.4865823,0.073690987,-1.610650006,0.103228582,0.489657047
LJoUNXSx,-0.419257566,-0.094347033,-1.84392967,0.493487686,-0.542709645
LLtSiyWD,-0.403078641,-0.057279822,-0.332554066,-0.591275126,-0.312262702
LQJtV8kn,0.03672588,0.106168925,1.315711665,-0.219254225,-1.397927958
LW9uddw7,-0.414445694,0.039271433,-0.706964161,0.855379627,-1.385693806
LZ6sdBTR,0.484138008,-0.074401345,1.243295389,0.076062219,-0.793843985
La2Vhnne,0.014935592,0.142530093,0.083770707,1.549087944,-0.501908938
LaUWSq9B,-0.196425265,0.102285685,-0.110939938,0.24075544,-0.846580248
Lk4SfkPQ,-0.550803491,0.086752763,-0.470423679,-0.216252025,-0.670132915
LllC836d,-0.033294659,-0.068399988,-0.576381836,0.694291359,-0.103450416
LuGiGeWN,-0.80612422,0.06486546,-1.292337883,-0.424049772,0.675247812
LzcyHcWa,-0.600374549,-0.089404741,-0.463035247,-0.500185089,0.58440803
M7veP0H4,-0.605672284,0.135646182,-0.544323895,-0.355555703,0.514765665
MB8aaJUc,-0.486852902,-0.08834568,-2.200891895,1.129698451,0.109156478
MDpe2zuy,-0.460173598,0.174654999,-0.416682973,-0.775107893,-0.768313184
MEzdmEIU,-0.183204135,-0.087816145,0.008160542,-0.47802884,-0.246217498
MVnhtivm,-0.167240395,-0.073342284,-0.493529052,-0.30969612,-0.556224964
MYU7WDis,-0.318157496,0.02497408,0.118129207,-0.836861929,0.773557473
MZFqh6yw,1.54694282,0.092930627,2.115468004,-0.509308471,0.321173097
Mdgy4SsO,0.127845992,-0.112174599,-0.523309316,1.498597051,-0.557817973
Mj8awnzy,-0.287375718,0.101579647,0.113420465,-0.413601143,1.307058017
MpFPbUJy,1.991636423,0.152061653,2.124124537,0.809345906,-0.859023604
Mqk7MFBM,-0.485304189,0.015972043,0.123982421,-0.690611717,1.238518507
Mqs2t1Eo,-0.530472952,0.084458129,-0.47925307,-0.346676452,-0.711410093
Mv3jFVxp,-0.120337739,-0.072636242,-0.064959913,0.07832978,-0.052991305
MxODTXvA,0.109520212,0.106521939,0.941119804,0.213863077,-1.28247852
N46PbpPM,-0.43255608,0.062217802,0.462925296,-0.746737435,1.000050375
N5S5F9Gk,-1.094463917,0.050215083,-2.049549745,-0.6255954,0.526310497
NLDg5fqw,0.251895626,0.073161451,0.247714151,-0.318978994,0.576555521
NOho2ZiM,1.696682621,0.159651602,1.599319754,0.422996894,-0.660918836
NUuY7PFU,1.641101637,0.168653655,1.9339171,0.997307356,-0.898059086
NV1e8AEO,-0.427068712,-0.056220761,0.137015385,-0.54361861,0.926388153
NZLXROKC,0.173468398,0.061864779,0.017798658,0.688933217,-1.29528442
NaJo7C6o,0.466916534,0.025680122,0.972850596,0.042009156,0.216471012
NgsyGkrO,0.09066537,-0.0551617,1.006258477,0.604652452,-1.360796779
NjOx4Zpo,-0.375726329,-0.09981886,-0.714617878,0.352398045,-1.364724493
NmQoI7x0,2.471866689,0.092754125,1.821420189,-1.066523914,-0.03582846
No4wkdLS,-0.508870931,-0.064163734,-1.218865505,-0.181330463,-0.142604472
NouMwhOf,-0.378234311,-0.058868419,0.418009377,-0.313374726,-0.537062221
O6YAWd8C,-0.187620493,0.108287047,0.70134031,-0.106640179,-1.365384087
OAXVphSh,2.252973515,0.025680122,1.263076135,-0.912577032,0.804742121
OJBBhb6Q,-0.740912786,-0.068929518,-0.459649005,-0.704458778,1.035143017
OSIQXImL,0.641523585,0.137234769,0.636246094,0.311452858,-1.289008706
OUUFc5Zz,-0.459763126,-0.053926122,-0.130225155,-0.918688635,1.219848769
OVk1lquT,-0.371270702,0.055333891,0.210331161,1.345385602,0.212648203
OXdRxjzz,-0.341299349,-0.08834568,-1.19804024,0.525116363,-0.864921415
OXxW2ekf,-0.448265348,-0.077402026,-0.637608422,-0.695056457,-0.398054227
OXz5OpqR,-0.332121407,0.066807075,0.515055218,-0.727804369,0.486457746
OcBFW1AX,-0.850903502,0.066454052,-2.085152139,0.216448616,0.716598515
Of9V2rpt,-0.204217364,0.061688267,0.355191305,-0.019734184,-1.055795436
OfLxPhbG,-0.22139282,0.082339997,0.156748617,0.258048259,0.899768325
Ojx2vi48,-0.263089343,-0.065046288,-1.016897501,-0.309504525,0.117762948
P3M32iuT,0.147793167,-0.071577176,-0.537398433,-0.498933437,0.110425485
P7olVzrO,-0.431565515,-0.050395915,-0.394887614,-0.598155153,0.232694258
PAPHErnv,-0.702324919,-0.099112822,-0.906180197,-0.454228764,-0.690160538
PBjEtfXb,-0.356572119,-0.091346352,0.035798432,-0.441884633,0.350124512
PZGpoBBj,1.724193938,-0.071753688,1.976659362,-0.468802662,-0.883558766
Pc2RrxXS,-0.697867578,-0.056750292,-0.082259309,-0.64509371,-0.411984298
PcHQ4FOu,-0.526505278,0.19018794,-0.968526929,-0.238986285,-0.02072067
PeNyTOVN,-0.241796426,0.016501575,-0.162557106,-0.149364337,0.844407804
PhUPSU53,-0.5852074,0.080927912,-0.405052417,-0.427585767,-0.123043688
PmUNeV2O,-0.51477382,-0.064869776,-1.266629074,-0.149468525,-0.121196793
PoDJ0uvK,1.650156519,-0.073695303,1.572505879,-0.708080967,0.055445425
PsUJdJdg,-0.056524579,0.012794854,-0.106589143,0.541253159,0.565887373
Q3xLFx1f,-0.186068856,-0.070871134,-0.665147633,-0.212981541,-0.96564482
QBGxCvdM,-0.165045506,0.102638708,0.485163169,-0.313978774,-1.173655119
QCEPyu6L,-0.525084993,-0.096112141,-1.028215894,0.092687511,-0.959416317
QEfwec4s,3.029927822,0.152238165,2.298048996,1.664105936,-0.43518799
QZ87Nnr3,-0.7938533,0.135646182,-0.71605919,-0.691207804,0.579864167
QlyGN9jv,-0.683712704,-0.094700057,-0.399424176,-0.533852832,-0.401086099
QqgWE1ny,-0.502987535,0.17200735,-0.448913621,0.167676497,-0.629319671
QrjjBpZd,-0.451065475,-0.006797814,-1.179383837,1.185656982,-1.018187534
QsaBiX7V,-0.504947344,0.175184543,-0.511508655,-0.204532476,-0.31979136
QtBKJuZk,-0.487925687,0.083222556,-0.395943145,-0.170062449,1.137723825
QtPRO8OJ,-0.740663193,-0.057103315,-1.078687314,-0.652677489,0.460364017
R8XcsFnp,-1.195676003,-0.112174599,-0.43976226,-1.178301136,1.778614308
RROfRt9z,-0.087984351,-0.053043573,0.535834956,0.421274536,-0.883957395
RTcbiDGq,-0.560868451,-0.062575142,-0.31581589,-0.450417961,-0.099821662
RVidM9g0,-0.281737915,0.094519224,1.272485243,-0.933372862,0.787920174
RZnQSH19,-0.319824988,-0.061692588,-0.393435428,-0.606388763,1.083303696
Rc4UK7fT,-0.64388874,0.062570821,-1.445775234,-0.382187753,0.354912002
